2024-11-13 08:35:14.433,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.443,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.451,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.454,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.457,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.459,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.464,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.466,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.468,info,apigateway,/userlist,Users list fetched successfully from user-service
2024-11-13 08:35:14.473,info,apigateway,/userlist,Users list fetched successfully from user-service
